accident_severity,vehicle_reference,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_location-restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,1st_point_of_impact,was_vehicle_left_hand_drive?,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_(cc),propulsion_code,age_of_vehicle,driver_home_area_type,NUmber_of_Casualities_unique_to_accident_index,No_of_Vehicles_involved_unique_to_accident_index,location_easting_osgr,location_northing_osgr,police_force,number_of_vehicles,number_of_casualties,day_of_week,local_authority_(district),1st_road_class,1st_road_number,road_type,speed_limit,junction_detail,junction_control,2nd_road_class,2nd_road_number,pedestrian_crossing-human_control,pedestrian_crossing-physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
3,1,9,0,18,0,0,0,0,0,0,4,1,6,1,28,6,1910,2,8,1,1,1,357789,173353,52,1,1,1,601,3,4018,6,20,0,4,6,0,0,0,4,2,2,0,0,1,1,1,3,1,25,5,3,5,1,0,0,0,0,1,3
3,1,9,0,16,0,0,1,0,7,4,1,1,6,1,17,4,1229,1,2,1,3,1,453869,313058,33,1,3,3,362,5,4202,6,60,0,4,6,0,0,0,1,1,2,0,0,2,1,1,1,1,17,4,3,0,0,0,0,0,9,1,9
3,1,9,0,9,0,5,0,0,0,0,1,1,6,2,40,7,1598,1,8,1,1,2,429357,270894,23,2,1,5,294,3,452,6,30,8,4,6,0,0,0,1,1,1,0,0,1,2,1,1,1,33,6,3,0,0,0,0,0,9,1,5
2,1,9,0,18,0,0,0,0,0,0,1,1,1,2,35,6,999,1,8,1,1,2,516270,259170,35,2,1,4,393,3,1,3,70,0,4,6,0,0,0,1,1,2,0,0,2,1,1,1,2,35,6,2,0,0,0,0,0,9,1,7
3,2,9,0,3,0,1,0,0,0,0,2,1,6,2,49,8,1242,1,8,1,2,3,359047,392950,7,3,2,1,128,5,1009,6,60,3,4,5,1014,0,0,1,1,1,0,0,2,1,2,2,2,47,8,3,0,0,1,0,0,9,1,9
3,2,5,0,18,0,1,0,0,0,0,1,1,2,1,64,9,599,1,15,1,1,2,417782,292998,23,2,1,2,290,3,4097,6,40,6,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,64,9,3,0,0,0,0,0,5,1,10
3,1,9,0,18,0,0,0,0,0,0,3,1,3,2,23,5,998,1,10,1,1,2,503917,223194,40,2,1,5,421,6,0,6,30,0,4,6,0,0,8,1,1,2,0,0,1,1,1,2,2,5,1,3,0,0,1,0,0,9,1,2
3,4,9,0,10,0,1,0,0,0,0,2,1,6,1,72,10,2191,2,1,1,2,4,326804,691743,94,4,2,6,925,3,910,6,40,3,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,3,9,0,4,0,0,0,0,0,0,2,1,6,2,36,7,1997,2,4,1,1,5,560331,188752,42,5,1,4,452,3,127,3,70,0,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,3,0,18,0,1,0,0,0,0,4,1,1,1,28,6,125,1,8,1,1,2,489487,179254,43,2,1,4,474,3,308,3,40,3,4,6,7402,0,0,1,1,1,0,0,1,2,1,1,1,28,6,3,0,0,0,0,0,3,1,9
2,1,9,0,18,0,8,0,0,0,0,1,1,6,2,61,9,2996,1,7,3,1,1,503312,103404,47,1,1,2,558,3,259,6,40,3,4,6,0,0,4,4,1,1,0,0,1,1,1,3,1,35,6,2,5,1,0,0,0,0,1,4
3,1,9,0,5,0,4,0,0,0,0,1,1,6,1,66,10,1968,2,3,1,1,2,383700,432630,4,2,1,4,72,3,671,1,30,1,4,6,0,0,0,4,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,18,0,4,1,0,0,0,1,1,6,3,38,7,1598,1,8,1,1,2,487647,236222,43,2,1,5,479,5,149,3,70,1,4,5,158,0,0,1,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,8,0,4,0,0,0,0,0,0,2,1,1,1,33,6,1968,2,6,1,3,3,535829,146776,45,3,3,5,516,3,22,6,40,0,4,6,0,0,0,1,2,2,0,0,2,1,2,1,1,33,6,3,0,0,0,0,0,8,1,3
3,1,9,0,18,0,1,0,0,0,0,1,1,3,1,58,9,1240,1,11,1,1,1,440353,383293,14,1,1,4,215,3,6135,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,1,3,1,1,1,3,4,1,0,0,0,0,1,2
3,1,19,0,17,0,0,2,0,7,10,1,1,6,1,29,6,2402,2,15,1,1,1,385882,159590,54,1,1,1,635,4,3106,6,30,0,4,6,0,0,0,4,1,1,0,0,1,1,1,1,1,29,6,3,0,0,0,0,0,19,1,2
3,3,9,0,18,0,7,0,0,0,0,1,1,2,2,27,6,998,1,8,2,4,4,446689,515491,17,4,4,2,243,3,19,3,70,5,4,3,174,0,0,1,1,1,0,0,2,1,3,1,2,27,6,3,0,0,0,0,0,9,2,6
3,1,9,0,17,0,0,0,0,8,4,1,1,2,1,40,7,1296,1,9,1,1,2,501061,107723,47,2,1,6,558,3,284,6,60,0,4,6,0,0,0,1,1,2,0,0,2,1,1,1,1,40,7,3,0,0,0,0,0,9,1,2
3,1,19,0,18,0,0,0,0,0,0,4,1,1,1,30,6,2198,2,7,1,1,1,380740,397500,6,1,1,5,107,6,0,6,30,0,4,6,0,0,0,1,1,1,0,0,1,2,1,3,2,46,8,3,5,1,0,0,2,0,1,4
3,1,9,0,18,0,8,0,0,0,0,1,1,6,2,38,7,1598,1,8,1,7,2,381300,396880,6,2,7,2,107,3,5063,3,30,3,2,3,5066,0,5,1,1,1,0,0,1,1,6,2,1,56,9,3,0,0,2,0,0,9,1,10
3,1,9,0,1,9,0,0,0,0,0,2,1,6,2,43,7,1598,1,5,1,1,1,257131,661935,97,1,1,5,926,3,77,6,30,0,4,6,0,0,5,1,1,1,0,0,1,1,1,3,2,20,4,3,5,1,0,0,0,0,1,5
3,2,9,0,18,0,0,0,0,0,0,2,1,6,1,60,9,1461,2,1,2,2,3,303180,506580,3,3,2,1,63,3,595,6,60,0,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,60,9,3,0,0,0,0,0,9,2,6
3,1,9,0,18,0,1,0,0,0,0,1,1,6,2,57,9,1560,2,1,3,1,2,504996,344785,32,2,1,2,353,4,1517,1,60,1,4,3,15,0,0,1,1,2,0,0,2,1,1,1,2,57,9,3,0,0,0,0,0,9,3,5
3,1,9,0,18,0,0,1,4,0,0,1,1,6,1,35,6,1600,1,12,1,1,2,439185,560273,10,2,1,7,150,5,509,6,30,0,4,6,0,0,0,1,1,2,0,0,1,1,1,1,1,35,6,3,0,0,0,0,0,9,1,2
3,2,9,0,16,0,0,0,0,0,0,2,1,6,2,54,8,1242,1,4,3,3,3,378047,352532,21,3,3,6,253,3,500,3,70,0,4,6,0,0,0,4,2,2,0,0,2,2,2,1,2,54,8,3,0,0,0,0,0,9,3,9
2,5,9,0,3,0,2,0,0,0,0,2,1,6,1,59,9,1598,1,6,1,3,6,450960,343269,31,6,3,4,342,1,1,7,70,5,4,1,1,0,0,1,1,1,0,0,2,1,3,1,1,59,9,3,0,0,0,0,0,9,1,4
2,2,9,0,18,0,0,0,0,0,0,1,1,2,1,39,7,1397,1,13,1,4,2,248924,657972,97,2,4,1,922,6,0,6,30,0,4,6,0,0,0,1,2,2,0,0,1,1,3,1,1,39,7,3,0,0,0,0,0,9,1,5
2,2,9,0,5,0,0,0,0,0,0,0,1,6,3,38,7,1598,1,8,1,1,2,465815,105187,44,2,1,5,498,6,0,6,30,0,4,6,0,0,0,1,1,2,0,0,1,2,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,3,0,18,0,8,0,0,0,0,1,1,6,1,38,7,125,1,1,1,1,2,519360,296990,35,2,1,1,394,3,1129,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,38,7,3,0,0,0,0,0,3,1,2
2,2,17,4,9,0,6,0,0,0,0,3,1,1,1,20,4,1598,2,9,3,1,2,477334,400671,16,2,1,6,232,3,161,6,60,8,4,6,0,0,0,1,7,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,18,0,1,0,0,0,0,1,1,6,1,61,9,1461,2,6,3,4,2,548620,312151,36,2,4,3,407,4,198,6,60,9,4,6,0,0,0,1,1,1,0,0,2,1,2,1,1,61,9,3,0,0,0,0,0,9,3,6
3,1,9,0,18,0,0,5,0,0,11,4,1,6,1,69,10,1998,1,8,3,2,2,224969,53598,50,2,2,7,596,3,387,6,30,0,4,6,0,0,0,4,2,2,0,0,2,1,1,1,1,69,10,3,0,0,0,0,0,9,3,8
3,2,9,0,18,0,2,0,0,0,0,1,1,6,1,38,7,1598,1,8,1,1,2,524960,176920,1,2,1,4,11,5,0,6,30,6,4,3,304,0,4,1,1,1,0,0,1,2,1,1,1,33,6,3,0,0,0,0,0,9,1,5
2,1,9,0,18,0,0,1,0,0,0,1,1,6,2,28,6,1587,1,14,1,1,2,374178,367772,7,2,1,2,129,1,6,3,70,0,4,6,0,0,0,1,1,2,0,0,2,2,1,1,2,28,6,2,0,0,0,0,0,9,1,1
3,1,9,0,18,0,0,2,0,1,0,1,1,6,2,22,5,1149,1,7,3,2,1,280295,829470,91,1,2,1,927,3,9,6,60,0,4,6,0,0,0,6,3,4,0,0,2,2,2,2,2,21,5,3,0,0,1,0,0,9,3,5
3,2,9,0,18,0,8,0,0,0,0,1,1,6,1,59,9,980,1,24,1,2,2,536200,176570,1,2,2,6,7,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,1,1,1,59,9,3,0,0,0,0,0,9,1,4
3,2,9,0,2,0,1,0,0,0,0,2,1,6,1,49,8,1598,1,8,1,1,2,313654,176563,62,2,1,5,741,6,0,6,30,3,4,6,0,0,1,4,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,18,0,0,0,0,0,0,1,1,6,1,71,10,1598,1,8,1,6,2,365640,405680,6,2,6,1,100,3,58,6,30,0,4,6,0,0,0,4,1,2,0,0,1,1,1,1,1,71,10,3,0,0,0,0,0,9,1,5
3,1,9,0,18,0,0,0,0,1,4,1,1,6,1,23,5,1360,1,12,1,1,1,633485,320660,36,1,1,3,405,5,868,6,60,0,4,6,0,0,0,6,1,2,0,0,2,1,1,1,1,23,5,3,0,0,0,0,0,9,1,7
1,3,9,0,16,0,0,0,0,0,0,0,1,1,1,60,9,2496,1,12,2,2,3,242351,726603,96,3,2,4,939,3,85,6,60,0,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,7,0,8,0,0,0,0,3,1,6,1,32,6,2148,2,11,1,1,2,534830,176050,1,2,1,5,8,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,17,0,0,2,0,7,9,1,1,2,2,22,5,1598,1,8,2,1,1,315237,169768,62,1,1,7,746,3,4055,6,60,0,4,6,0,0,0,6,5,2,0,0,2,1,1,1,2,22,5,3,0,0,0,0,0,9,2,5
3,1,5,0,18,0,4,0,0,0,0,1,1,2,1,56,9,1200,1,9,1,2,1,560900,99094,47,1,2,5,551,3,259,6,30,1,2,3,259,0,4,1,1,2,0,0,1,1,1,3,2,16,4,3,4,2,0,0,0,0,1,8
3,2,21,0,18,0,0,0,0,0,0,3,1,1,1,28,6,12809,2,8,1,1,2,483095,345080,32,2,1,5,355,3,1,3,70,0,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,9,0,8,0,0,0,0,3,1,6,1,37,7,1598,1,8,1,1,2,450470,534771,17,2,1,3,240,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,37,7,3,0,0,0,0,0,9,1,1
3,2,9,0,17,0,0,0,0,2,10,1,1,6,1,21,5,1598,1,8,3,2,2,318470,290300,63,2,2,7,753,3,489,6,60,0,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,21,5,3,0,0,0,0,0,9,3,5
3,1,9,0,18,0,0,0,0,1,0,2,1,1,3,38,7,1598,1,8,1,1,2,558000,162630,46,2,1,7,538,5,269,6,30,0,4,6,0,0,0,7,9,1,0,0,2,2,1,1,1,33,6,3,0,0,0,0,0,9,1,5
2,1,1,0,16,0,8,0,0,0,0,1,1,6,1,42,7,1598,1,8,1,1,2,446346,260190,23,2,1,1,293,6,0,6,60,3,4,6,0,0,0,1,1,1,7,0,2,1,1,1,1,42,7,2,0,0,0,0,0,1,1,8
2,3,9,0,18,0,0,0,0,0,0,1,1,2,1,38,7,1364,1,10,3,2,3,507685,230270,40,3,2,6,424,3,6,3,70,0,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,16,0,18,0,0,0,0,0,0,0,1,6,2,17,4,1598,1,8,1,1,2,451355,294990,33,2,1,3,360,5,5702,6,60,0,4,6,0,0,0,1,1,1,0,0,2,1,1,1,2,17,4,3,0,0,0,0,0,16,1,5
3,2,9,0,10,0,1,0,0,0,0,2,1,6,2,31,6,1598,1,5,1,2,2,494558,142712,45,2,2,6,517,3,283,6,50,3,4,6,0,0,0,1,1,1,0,0,2,1,1,1,2,31,6,3,0,0,0,0,0,9,1,4
3,1,9,0,18,0,0,2,0,4,10,1,1,6,2,38,7,1229,1,3,1,2,1,335460,378767,5,1,2,7,95,1,53,3,70,0,4,6,0,0,0,1,1,1,0,0,2,1,1,1,2,38,7,3,0,0,0,0,0,9,1,3
3,2,9,0,9,0,8,0,0,0,0,3,1,1,2,17,4,1598,1,8,1,2,2,480862,153683,44,2,2,5,494,3,323,6,30,3,2,3,323,0,0,1,2,2,0,0,1,1,2,1,2,17,4,3,0,0,0,0,0,9,1,10
3,2,9,0,7,0,8,0,0,0,0,2,1,6,2,36,7,1598,1,8,1,1,2,548210,179530,1,2,1,1,18,5,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,9,0,7,0,6,0,0,0,0,1,1,6,3,38,7,1149,1,8,1,1,2,466343,99700,44,2,1,4,498,3,2030,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,3,0,18,0,1,0,0,0,0,4,1,6,1,17,4,1598,1,8,1,1,1,457728,103385,44,1,1,4,493,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,1,1,1,17,4,3,0,0,0,0,0,3,1,4
3,2,9,0,13,0,0,0,0,0,0,4,1,3,2,49,8,1598,1,8,1,1,2,430380,451768,12,2,1,3,182,6,638,6,30,0,4,6,0,0,0,1,1,1,0,0,2,2,1,1,2,49,8,3,0,0,0,0,0,9,1,10
2,1,9,0,6,0,0,0,0,0,0,3,1,2,1,42,7,1598,2,4,1,2,2,463836,259240,34,2,2,6,381,3,5,6,60,0,4,6,0,0,0,1,1,1,0,0,2,1,2,1,1,42,7,3,0,0,0,0,0,9,1,7
3,2,9,0,18,0,0,0,0,0,0,0,1,6,1,22,5,1398,2,10,1,1,2,474330,320880,33,2,1,3,365,3,606,6,40,0,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,3,9,0,4,0,0,0,0,0,0,2,1,6,1,69,10,1198,1,1,3,7,5,423503,570738,10,5,7,4,147,3,1,3,70,0,4,6,0,0,0,1,1,1,0,0,2,1,6,2,2,63,9,3,0,0,1,0,0,9,1,5
2,1,9,0,9,0,1,0,0,0,0,1,1,4,1,17,4,1149,1,8,1,1,2,363672,741262,93,2,1,6,912,4,964,6,30,3,4,6,0,0,0,1,1,1,0,6,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
2,2,9,0,18,0,0,1,0,1,0,3,1,6,2,47,8,1242,1,13,1,3,2,489831,338018,32,2,3,3,355,4,1174,6,30,0,4,6,0,0,0,4,1,1,0,0,1,1,2,1,2,47,8,2,0,0,0,0,0,9,1,3
3,1,9,0,10,0,8,0,0,0,0,1,1,6,1,38,7,1999,1,8,1,3,3,548110,175450,1,3,3,5,18,3,207,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,1,1,1,38,7,3,0,0,0,0,0,9,1,3
3,2,9,0,18,0,0,0,0,0,0,3,1,2,2,23,5,1364,1,6,1,1,2,407100,304481,21,2,1,5,252,5,210,6,60,0,4,6,0,0,0,6,2,2,0,0,2,2,1,1,2,23,5,3,0,0,0,0,0,9,1,1
3,2,2,0,4,0,0,0,0,0,0,0,1,1,2,40,7,125,1,8,1,1,2,515320,185180,1,2,1,3,27,3,4127,6,20,0,4,6,0,0,0,1,1,1,0,0,1,1,1,1,2,40,7,3,0,0,0,0,0,2,1,4
3,3,9,0,3,0,1,0,0,0,0,3,1,6,1,53,8,1999,1,12,1,2,3,434314,388220,14,3,2,6,215,6,0,6,20,6,4,6,0,0,1,4,9,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,19,0,4,0,0,0,0,0,0,2,1,1,1,34,6,1868,2,12,1,1,2,419625,433991,13,2,1,6,200,3,647,3,40,0,4,6,0,0,0,1,1,2,0,0,1,1,1,1,1,34,6,3,0,0,0,0,0,19,1,3
2,1,3,0,18,0,1,0,4,0,0,1,1,6,1,18,4,124,1,2,1,1,2,444146,383849,14,2,1,1,215,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,18,4,2,0,0,0,0,0,3,1,3
3,3,9,0,4,0,0,0,0,0,0,2,1,6,1,19,4,1598,1,8,1,1,4,275518,197685,62,4,1,6,743,6,0,6,30,0,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,18,0,0,0,4,0,0,1,1,6,1,72,10,2799,1,21,1,1,3,349390,259680,22,3,1,2,285,4,4361,6,30,0,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,72,10,3,0,0,0,0,0,9,1,2
3,1,9,0,18,0,4,1,0,3,10,1,1,6,1,28,6,2171,1,14,3,1,1,241383,60040,50,1,1,6,596,3,38,1,30,1,4,6,0,0,0,4,1,1,4,0,1,1,1,2,1,30,6,3,0,0,1,0,0,9,2,4
3,1,9,0,18,0,0,1,0,8,4,2,1,2,1,23,5,1598,1,8,1,1,1,249140,205160,63,1,1,3,751,4,4309,6,50,0,4,6,0,0,0,1,2,2,0,0,2,1,1,1,1,23,5,3,0,0,0,0,0,9,1,5
3,1,9,0,18,0,1,0,0,0,0,1,1,2,2,47,8,1560,2,7,1,1,1,310932,725588,93,1,1,7,934,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,1,3,1,9,2,3,5,4,0,0,0,0,1,5
3,2,9,0,18,0,0,0,0,0,0,1,1,6,2,90,11,1086,1,10,1,1,2,359856,183608,52,2,1,3,612,6,0,6,30,0,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,9,0,10,0,1,0,0,0,0,2,1,6,1,38,7,2987,2,7,1,1,2,531720,181440,48,2,1,6,570,3,40,3,40,3,4,5,0,0,4,4,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,18,0,1,0,0,0,0,1,1,1,2,46,8,1598,1,8,1,1,1,282036,208960,62,1,1,5,743,3,4109,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,1,3,1,13,3,3,5,4,0,0,0,0,3,5
3,2,9,0,18,0,8,0,0,0,0,1,1,6,1,48,8,2362,1,12,1,2,2,526250,182610,1,2,2,3,1,3,5,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,2,2,1,40,7,3,0,0,1,0,0,9,1,3
3,2,9,0,18,0,1,0,0,0,0,1,1,6,1,18,4,1598,1,8,1,1,5,247053,353186,60,5,1,5,722,4,4418,6,30,3,4,6,0,0,1,4,1,1,0,0,2,1,1,1,1,18,4,3,0,0,0,0,0,9,1,5
2,2,1,0,18,0,8,0,0,0,0,1,1,6,2,38,7,1598,1,8,1,1,2,536100,182220,1,2,1,3,5,5,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,1,1,2,38,7,2,0,0,0,0,0,1,1,1
2,2,20,0,17,0,1,0,0,0,0,3,1,2,1,26,6,2488,2,2,1,1,2,605560,137210,46,2,1,3,530,6,51,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,16,0,0,1,4,0,11,1,1,6,1,20,4,1590,1,10,1,2,3,280419,658413,97,3,2,7,932,4,7029,6,30,0,4,6,0,0,0,1,1,1,0,0,2,1,1,2,2,18,4,3,0,0,1,0,0,9,1,5
3,1,9,0,18,0,4,0,0,0,0,1,1,6,1,38,7,1598,1,8,1,1,2,241269,60196,50,2,1,2,596,3,388,1,30,1,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,9,0,18,0,8,0,0,0,0,1,1,6,2,46,8,1598,1,11,1,2,2,384170,399030,6,2,2,4,102,3,665,3,30,3,2,3,6042,0,5,4,1,1,0,0,1,2,1,1,2,46,8,3,0,0,0,0,0,9,1,1
3,1,9,0,9,0,8,0,0,0,0,3,1,6,2,43,7,1598,1,8,1,1,2,533480,168110,1,2,1,3,20,3,213,6,30,8,4,6,0,0,0,1,2,2,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,18,0,8,5,0,0,1,3,1,1,1,53,8,1598,1,8,3,2,2,259271,666250,97,2,2,6,926,3,804,6,30,3,2,6,0,0,0,1,1,2,0,0,1,1,2,2,1,27,6,3,0,0,1,0,0,9,1,5
3,1,9,0,18,0,0,0,0,0,0,4,1,6,1,25,5,1248,1,2,1,1,1,252919,664586,97,1,1,7,926,6,0,3,30,0,4,6,0,0,0,1,1,1,0,0,1,1,1,3,1,10,2,3,5,1,0,0,0,0,1,5
3,1,9,0,18,0,0,0,0,0,0,3,1,6,1,59,9,1997,2,15,3,1,2,475083,132325,44,2,1,3,497,4,3006,6,60,0,4,6,0,0,0,1,1,1,0,0,2,2,1,1,1,59,9,3,0,0,0,0,0,9,3,7
3,1,1,0,18,0,0,0,4,0,0,1,1,2,1,20,4,1598,1,8,1,1,2,504866,426581,16,2,1,2,228,6,0,6,30,0,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,20,4,3,0,0,0,0,0,1,1,1
3,2,9,0,9,0,5,0,0,1,7,2,1,6,1,41,7,1560,2,1,1,1,2,575920,128200,46,2,1,5,543,4,2244,6,60,6,4,6,0,0,0,1,1,1,0,0,2,1,1,2,2,31,6,3,0,0,1,0,0,9,1,9
3,2,9,0,5,0,8,0,0,0,0,1,1,6,3,38,7,1598,1,8,1,1,2,543240,187060,1,2,1,6,14,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
2,2,11,0,2,0,2,0,0,0,0,0,1,1,1,46,8,1598,1,8,1,1,2,556156,180999,42,2,1,3,462,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,9,0,3,0,1,0,0,0,0,2,1,6,1,68,10,2993,2,8,1,2,2,490019,168901,43,2,2,5,470,3,329,6,30,6,2,4,3017,0,0,1,1,1,0,0,1,1,2,1,1,68,10,3,0,0,0,0,0,9,1,5
3,3,9,0,18,0,1,0,0,0,0,1,1,2,1,68,10,1998,2,6,1,1,3,407887,100251,55,3,1,2,647,3,348,6,40,9,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,3,9,0,3,0,1,0,0,0,0,2,1,6,1,53,8,1461,2,3,1,2,3,418382,288217,23,3,2,6,290,4,4114,6,60,8,4,6,0,0,0,1,1,1,0,0,2,1,2,1,1,53,8,3,0,0,0,0,0,9,1,1
3,2,9,0,18,0,8,0,0,0,0,2,1,6,2,30,6,1896,2,9,1,1,3,509984,170135,45,3,1,5,40,3,308,6,30,1,2,3,308,0,0,1,1,1,0,0,1,2,1,1,2,30,6,3,0,0,0,0,0,9,1,3
3,1,9,0,1,0,5,0,0,0,0,3,1,6,1,78,11,1398,1,1,3,1,1,334237,92130,55,1,1,2,645,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,2,2,1,3,2,78,11,3,6,9,0,0,0,0,2,4
3,1,19,0,17,0,8,0,0,0,0,3,1,1,1,32,6,1248,2,3,1,1,2,516120,188000,1,2,1,5,28,3,404,1,30,1,4,3,4006,0,8,1,1,1,0,0,1,2,1,1,1,32,6,3,0,0,0,0,0,19,1,5
3,1,1,0,18,0,8,0,0,0,0,1,1,6,1,13,3,1598,1,8,1,1,2,450026,519308,17,2,1,5,243,6,0,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,1,1,1,13,3,3,0,0,0,0,0,1,1,1
3,1,9,0,11,0,0,0,0,4,6,1,1,6,1,18,4,1124,1,15,3,5,2,340150,362692,7,2,5,6,130,3,55,3,70,0,4,6,0,0,0,1,1,1,0,0,2,1,2,2,1,18,4,3,0,0,1,0,0,9,1,5
3,1,9,0,18,0,0,0,0,0,0,4,1,2,2,33,6,1988,1,12,1,3,2,387890,406620,6,2,3,1,106,6,0,6,30,0,4,6,0,0,0,4,1,1,0,0,1,1,1,1,2,33,6,3,0,0,0,0,0,9,1,1
3,3,9,0,3,0,1,0,0,0,0,2,1,6,1,39,7,1390,2,14,1,1,3,401720,290520,20,3,1,7,305,3,41,1,30,1,2,1,5,0,0,4,2,2,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,2,0,18,0,0,1,0,0,0,1,1,6,1,16,4,49,1,4,2,2,1,459856,451677,12,1,2,3,189,6,7110,6,30,0,4,6,0,0,0,1,1,1,0,0,1,1,2,3,2,18,4,3,5,1,0,0,0,0,1,5
3,4,9,0,18,0,0,0,0,0,0,3,1,2,2,21,5,1360,1,13,1,1,4,441831,116276,44,4,1,5,500,3,33,6,40,0,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
2,2,9,0,9,0,8,0,0,0,0,4,1,6,1,19,4,1397,1,7,2,1,2,503064,248718,40,2,1,5,420,6,0,1,30,1,4,6,0,0,0,4,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
1,1,9,0,18,9,2,0,0,1,10,1,1,6,1,45,7,1753,2,8,1,1,3,574200,167724,46,3,1,7,544,4,2097,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,45,7,1,0,0,0,0,0,9,1,2
3,1,9,0,3,0,1,0,0,0,0,2,1,6,2,49,8,1242,1,9,1,2,2,450265,534095,17,2,2,6,240,3,179,6,30,1,4,4,1277,0,0,1,1,1,0,0,1,2,2,2,2,12,3,3,0,0,1,0,0,9,1,2
3,2,9,0,18,0,8,0,0,0,0,4,1,6,1,38,7,1598,1,8,1,1,2,528040,180620,1,2,1,5,1,3,4202,6,30,6,2,5,0,0,5,4,2,2,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
