accident_severity,vehicle_reference,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_location-restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,1st_point_of_impact,was_vehicle_left_hand_drive?,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_(cc),propulsion_code,age_of_vehicle,driver_home_area_type,NUmber_of_Casualities_unique_to_accident_index,No_of_Vehicles_involved_unique_to_accident_index,location_easting_osgr,location_northing_osgr,police_force,number_of_vehicles,number_of_casualties,day_of_week,local_authority_(district),1st_road_class,1st_road_number,road_type,speed_limit,junction_detail,junction_control,2nd_road_class,2nd_road_number,pedestrian_crossing-human_control,pedestrian_crossing-physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
3,1,1,0,11,0,0,0,0,0,0,1,1,6,1,16,4,1598,1,8,1,1,2,453295,204312,43,2,1,1,482,6,320,6,20,0,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,16,4,3,0,0,0,0,0,1,1,5
3,3,9,0,4,0,0,0,0,0,0,2,1,6,2,48,8,2179,2,8,1,1,3,574570,163500,46,3,1,5,542,4,2097,6,60,0,4,6,0,0,0,1,1,2,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,18,0,8,1,0,1,2,1,1,6,1,59,9,2685,2,12,1,1,1,398778,308901,21,1,1,1,250,3,460,1,50,1,4,6,111,0,0,1,1,2,0,0,2,1,1,2,2,57,9,3,0,0,0,0,0,9,1,6
3,1,9,0,18,0,0,1,10,0,4,1,1,6,2,29,6,1997,1,14,1,1,1,368784,357193,7,1,1,2,129,6,0,6,30,0,4,6,0,0,0,1,4,2,0,0,1,1,1,1,2,29,6,3,0,0,0,0,0,9,1,2
3,3,9,0,2,0,1,0,0,0,0,2,1,6,2,36,7,1598,1,8,1,1,4,281747,380358,60,4,1,4,721,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,19,0,3,0,0,0,0,0,0,2,1,2,1,34,6,1598,2,8,3,2,2,362253,388985,7,2,2,6,128,3,57,6,30,0,4,6,0,0,0,1,1,2,0,0,1,2,2,2,1,31,6,3,0,0,1,0,0,19,1,6
3,1,3,0,18,0,0,0,0,0,0,1,1,6,1,29,6,1598,1,8,1,1,1,533650,188960,1,1,1,3,31,3,10,3,30,0,4,6,0,0,5,4,1,1,0,0,1,1,1,3,1,40,7,3,4,1,0,0,2,0,1,2
3,1,5,0,13,0,8,0,0,0,0,4,1,2,1,47,8,660,1,7,1,1,2,425400,567678,10,2,1,2,147,3,189,6,30,3,4,6,1291,0,0,1,1,1,0,0,1,1,1,1,1,47,8,3,0,0,0,0,0,5,1,10
3,2,9,0,7,0,4,0,0,0,0,4,1,2,2,29,6,1149,1,15,1,1,2,429741,262074,23,2,1,6,294,3,452,6,50,1,4,3,452,0,0,1,1,1,0,0,2,2,1,1,2,29,6,3,0,0,0,0,0,9,1,5
3,1,9,0,9,0,8,0,0,0,0,3,1,2,1,48,8,1248,2,1,1,2,2,421612,447480,12,2,2,5,182,4,6451,6,30,3,4,4,6451,0,0,1,1,2,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,90,0,4,0,1,0,0,0,0,2,1,1,1,54,8,1598,1,8,1,1,2,374400,430000,4,2,1,4,75,1,65,7,30,5,4,3,6185,0,0,1,3,3,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,16,0,0,5,0,7,10,1,1,6,1,58,9,1598,1,8,1,1,1,442620,330150,30,1,1,5,328,3,50,7,70,0,4,6,0,0,0,1,2,2,0,0,2,1,1,1,1,58,9,3,0,0,0,0,0,9,1,2
3,1,1,0,7,0,6,0,0,0,0,1,1,2,1,49,8,1598,1,8,1,1,2,545260,257660,35,2,1,3,390,3,603,6,30,3,4,6,0,0,0,1,1,1,3,0,1,1,1,1,1,49,8,3,0,0,0,0,0,1,1,9
3,1,1,0,18,0,4,0,0,0,0,1,1,2,1,25,5,1598,1,8,1,1,2,338419,392543,5,2,1,5,91,3,5049,3,30,1,4,6,0,0,0,4,2,2,0,0,1,2,1,1,1,25,5,3,0,0,0,0,0,1,1,2
3,1,1,0,18,0,0,0,0,0,0,1,1,6,1,54,8,1598,1,8,1,1,2,376494,377466,7,2,1,7,129,3,537,6,30,0,4,6,0,0,0,5,1,1,0,0,1,1,1,1,1,54,8,3,0,0,0,0,0,1,1,6
3,2,3,0,18,0,8,0,0,0,0,1,1,5,1,23,5,125,1,8,1,1,2,405575,307812,21,2,1,2,252,5,271,6,30,3,4,6,299,0,0,1,1,1,0,0,1,2,1,1,1,23,5,3,0,0,0,0,0,3,1,8
3,2,9,0,18,0,1,0,0,0,0,1,1,6,2,30,6,1596,1,9,1,2,2,508800,177340,1,2,2,6,26,3,437,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,1,2,30,6,3,0,0,0,0,0,9,1,5
3,1,11,0,4,0,0,0,0,0,0,4,1,6,1,43,7,9000,2,5,1,1,1,435679,394536,14,1,1,4,215,3,6135,6,30,0,4,6,0,0,0,1,1,1,0,0,1,2,1,3,2,12,3,3,6,9,0,0,0,0,1,2
3,1,9,0,18,0,8,0,0,2,2,1,1,1,2,67,10,998,1,7,1,1,2,477220,260721,34,2,1,3,384,5,38,6,30,3,4,6,8250,0,0,1,1,2,0,0,1,1,1,1,2,67,10,3,0,0,0,0,0,9,1,3
3,2,9,0,4,8,0,1,0,0,0,2,1,6,1,37,7,1591,1,1,1,1,4,575100,162270,46,4,1,5,542,1,2,3,70,0,4,6,0,0,0,1,2,2,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
2,1,9,0,18,0,1,1,0,0,0,1,1,1,2,35,6,2495,2,11,1,3,3,576080,155570,46,3,3,2,536,3,229,2,30,8,4,6,0,0,0,1,1,2,0,0,1,1,3,3,1,55,8,2,6,9,0,0,0,0,1,5
3,2,9,0,7,0,1,0,0,0,0,3,1,6,1,37,7,1598,1,8,2,1,2,315394,200336,61,2,1,2,730,3,4049,6,30,6,2,4,4511,0,4,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,9,0,4,0,8,0,0,0,0,4,1,6,1,20,4,1598,1,8,1,2,2,274900,196750,62,2,2,6,743,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,3,2,2,35,6,3,0,0,1,0,0,9,1,5
3,1,9,0,13,0,0,0,0,0,0,0,1,6,3,38,7,1598,1,8,1,1,3,273040,218420,63,3,1,7,751,3,4069,6,40,0,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,9,0,16,0,2,0,0,0,0,1,1,6,2,36,7,1595,1,8,1,2,2,530980,190030,1,2,2,1,31,4,151,6,30,9,4,4,138,0,0,7,9,1,0,0,1,1,2,2,2,36,7,3,0,0,1,0,0,9,1,4
2,1,9,0,18,0,4,0,0,0,0,1,1,6,1,17,4,998,1,5,1,5,2,433108,420384,13,2,5,7,206,3,638,1,30,1,4,3,636,0,0,4,1,1,0,0,1,1,4,2,1,10,2,3,0,0,2,0,0,9,1,1
3,1,9,0,4,0,1,0,0,0,0,2,1,1,1,32,6,1598,1,9,1,1,2,418135,288245,23,2,1,6,290,4,4114,6,50,1,4,3,452,0,0,1,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,9,0,9,0,8,0,0,0,0,1,1,6,1,20,4,1598,1,8,1,1,2,318415,176958,62,2,1,7,741,6,0,6,30,3,2,6,0,0,5,4,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,18,0,8,0,0,0,0,1,1,6,2,22,5,1598,1,8,1,1,2,541090,175720,1,2,1,4,6,3,2,3,50,3,2,3,2,0,5,4,1,1,0,0,1,1,1,2,1,2,1,3,0,0,2,0,0,9,1,5
3,1,3,0,17,0,0,1,0,1,0,1,1,6,1,20,4,108,1,2,3,1,1,595132,306798,36,1,1,3,400,3,1075,6,40,0,4,6,0,0,0,1,1,1,7,0,2,1,1,1,1,20,4,3,0,0,0,0,0,3,3,6
3,2,9,0,4,0,0,0,0,0,0,2,1,6,2,64,9,1386,1,12,1,2,2,356770,430700,4,2,2,6,79,6,0,6,30,0,4,6,0,0,0,1,1,1,0,0,1,1,2,2,2,17,4,3,0,0,1,0,0,9,1,1
3,1,9,0,1,0,0,0,0,0,0,0,1,6,3,38,7,1598,1,8,1,1,2,436256,561336,10,2,1,6,149,3,184,6,30,0,4,6,0,0,0,1,1,1,0,0,1,2,1,1,1,33,6,3,0,0,0,0,0,9,1,5
2,4,9,0,18,0,8,1,0,0,0,1,1,1,1,24,5,1461,2,1,1,2,8,336184,379057,7,8,2,3,130,1,53,3,70,9,4,3,41,0,0,1,2,2,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
2,1,9,0,18,0,0,0,0,0,0,1,1,2,2,39,7,1461,2,1,1,2,2,332302,385621,5,2,2,7,95,5,0,6,30,0,4,6,0,0,0,1,1,1,0,0,1,1,1,1,2,39,7,3,0,0,0,0,0,9,1,1
2,2,9,0,17,0,0,0,0,0,0,3,1,6,2,22,5,998,1,8,3,2,2,491823,370028,32,2,2,4,353,5,129,6,60,0,4,6,0,0,0,1,1,1,0,0,2,1,2,1,2,22,5,3,0,0,0,0,0,9,3,9
2,1,11,0,18,0,0,0,0,0,0,1,1,1,1,62,9,1598,1,8,1,35,5,307421,179663,62,5,35,7,746,1,4,3,70,0,4,6,0,0,0,1,1,1,0,0,2,1,26,2,2,53,8,3,0,0,0,4,0,11,2,5
3,2,19,0,18,0,0,0,0,0,0,1,1,1,1,45,7,2151,2,10,1,2,2,543220,188420,1,2,2,5,14,3,12,3,40,0,4,6,0,0,4,1,1,2,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,9,0,18,8,1,1,0,0,0,1,1,6,2,70,10,1240,1,6,1,2,2,172568,44127,50,2,2,3,596,4,3298,6,30,6,3,6,0,0,0,1,2,2,0,0,1,1,1,2,2,62,9,3,0,0,1,0,0,9,1,8
2,3,9,0,4,0,2,0,0,0,0,0,1,6,1,22,5,1149,1,13,1,1,3,522592,106070,47,3,1,3,557,6,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,1,9,0,0,0,0,0,4,1,6,1,53,8,1896,2,10,1,1,1,408700,442178,13,1,1,6,200,6,0,6,30,0,4,6,0,0,0,1,1,1,0,0,1,2,1,3,1,4,1,3,6,9,0,0,0,0,1,8
3,1,3,0,18,0,1,0,0,0,0,3,1,6,1,36,7,124,1,11,1,1,2,530460,188760,1,2,1,5,31,3,103,6,30,3,4,5,0,0,1,1,9,1,0,0,1,2,1,1,1,36,7,3,0,0,0,0,0,3,1,2
2,2,9,0,4,0,0,0,0,0,0,2,1,6,2,37,7,2143,2,1,1,4,6,531082,152103,45,6,4,6,516,1,23,3,70,0,4,6,0,0,0,1,1,2,0,0,2,1,2,2,1,35,6,3,0,0,0,0,0,9,1,6
3,1,9,0,7,0,6,0,0,0,0,1,1,6,2,72,10,1998,1,13,3,1,2,591330,163490,46,2,1,6,540,6,4005,9,30,9,4,6,0,0,0,1,1,1,0,0,1,1,1,1,2,72,10,3,0,0,0,0,0,9,3,5
3,1,9,0,5,0,3,0,0,0,0,2,1,6,1,24,5,1587,1,9,1,1,2,463000,306220,33,2,1,3,364,3,563,1,30,1,4,6,2818,0,0,1,1,1,0,0,1,1,1,1,1,24,5,3,0,0,0,0,0,9,1,5
3,1,9,0,18,0,1,0,0,0,0,1,1,6,1,52,8,1998,2,8,1,1,2,401410,285280,20,2,1,7,300,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,52,8,3,0,0,0,0,0,9,1,3
3,2,9,0,18,0,8,0,0,0,0,4,1,6,1,73,10,2191,2,1,1,1,2,554300,151360,46,2,1,7,538,3,225,1,60,1,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
2,2,19,0,2,0,0,0,0,0,0,1,1,6,1,53,8,1998,2,14,1,3,2,435146,265009,23,2,3,7,294,6,0,6,50,0,4,6,0,0,0,1,1,1,0,0,2,1,2,2,2,52,8,3,0,0,1,0,0,19,1,5
3,1,9,0,18,0,0,0,0,0,0,1,1,2,2,54,8,1560,2,8,1,1,2,435215,116372,44,2,1,6,501,1,27,3,70,0,4,6,0,0,0,1,1,1,0,0,2,1,1,1,2,54,8,3,0,0,0,0,0,9,1,6
3,1,9,0,3,0,1,0,0,0,0,2,1,6,2,25,5,1149,1,8,1,1,2,457442,359087,31,2,1,6,344,3,6191,1,40,1,4,3,617,0,0,4,1,1,0,0,2,2,1,1,2,25,5,3,0,0,0,0,0,9,1,2
3,1,9,0,4,0,0,0,0,0,0,2,1,6,2,36,7,1686,2,4,1,4,2,487332,409064,16,2,4,6,232,6,0,6,40,0,4,6,0,0,0,1,1,1,0,0,2,1,1,1,2,36,7,3,0,0,0,0,0,9,1,1
1,1,90,0,18,0,0,1,0,0,0,1,1,1,1,23,5,1598,1,8,1,5,4,289114,812999,91,4,5,2,927,3,9,6,60,0,4,6,0,0,0,1,4,2,0,0,2,1,2,2,1,19,4,3,0,0,0,0,0,90,3,7
3,2,9,0,2,0,0,0,0,0,0,1,1,6,3,20,4,1598,1,3,1,2,3,556464,363802,32,3,2,3,351,6,0,6,30,0,4,6,0,0,0,4,8,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,9,0,8,0,0,0,0,1,1,6,2,21,5,1086,1,9,1,1,1,380310,410490,6,1,1,2,101,3,58,3,30,6,2,5,0,0,5,1,2,2,0,0,1,1,1,3,1,6,2,3,10,3,0,0,0,0,1,2
3,2,9,0,2,0,2,0,0,0,0,2,1,6,1,58,9,1598,1,8,1,1,2,548113,100363,47,2,1,6,554,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
2,2,3,0,18,0,0,0,0,0,0,1,1,2,1,25,5,1598,1,8,1,1,2,360991,387705,7,2,1,4,128,3,5061,6,30,0,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,25,5,2,0,0,0,0,0,3,1,9
3,2,9,0,18,0,8,0,0,0,0,4,1,1,1,53,8,1240,1,6,1,1,2,430149,566379,10,2,1,2,148,5,206,6,30,6,4,6,2010,0,0,1,1,1,0,0,1,1,1,1,1,53,8,3,0,0,0,0,0,9,1,5
3,2,1,0,18,0,8,0,0,0,0,1,1,6,1,41,7,1598,1,8,1,1,2,441617,112112,44,2,1,5,500,3,3024,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,1,1,1,41,7,3,0,0,0,0,0,1,1,4
3,1,9,0,18,0,0,0,0,0,0,4,1,6,1,38,7,1598,1,8,1,1,1,536010,168400,1,1,1,5,19,3,222,6,30,0,4,6,0,0,0,1,1,1,0,0,1,1,1,3,2,50,8,3,5,1,0,0,2,0,1,3
2,1,1,0,18,0,0,0,0,0,0,1,1,6,1,33,6,1598,1,8,1,1,2,586347,190505,42,2,1,7,459,6,0,6,30,0,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,33,6,2,0,0,0,0,0,1,1,4
2,1,9,0,18,0,2,1,0,2,3,1,1,1,1,33,6,1339,1,12,1,1,1,394501,806221,92,1,1,7,910,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,2,2,19,4,2,0,0,1,0,0,9,1,5
3,1,9,0,18,0,0,1,0,2,6,3,1,6,1,37,7,2143,2,2,1,2,1,378990,421970,4,1,2,5,82,3,56,3,70,0,4,6,0,0,0,1,3,4,0,0,1,1,1,1,1,37,7,3,0,0,0,0,0,9,1,7
3,2,1,0,18,0,0,0,0,0,0,3,1,6,1,38,7,1598,1,8,1,1,2,536050,182260,1,2,1,3,5,3,11,6,30,0,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,38,7,3,0,0,0,0,0,1,1,2
3,1,9,0,18,0,1,0,0,0,0,1,1,6,1,23,5,1598,1,8,1,2,2,330949,358947,60,2,2,5,724,3,550,6,40,3,4,6,0,0,0,4,2,2,0,0,2,1,1,1,1,23,5,3,0,0,0,0,0,9,1,5
3,1,9,0,18,0,7,0,0,0,0,1,1,6,1,84,11,1390,1,3,1,1,2,544420,261710,35,2,1,1,395,4,1049,1,40,1,2,3,14,0,0,1,1,1,0,0,2,1,1,1,1,84,11,3,0,0,0,0,0,9,1,10
2,4,9,0,18,0,0,0,0,0,0,3,1,6,1,75,10,1870,2,14,1,5,5,358191,125446,52,5,5,7,610,3,303,6,50,0,4,6,0,0,0,1,1,1,0,0,2,1,2,1,1,75,10,3,0,0,0,0,0,9,1,3
3,1,9,0,9,0,6,0,0,0,0,3,1,6,2,68,10,1968,2,7,1,1,2,510117,169364,45,2,1,4,40,5,230,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,1,0,6,0,0,0,0,2,1,6,2,53,8,1598,1,3,1,1,1,435517,286656,23,1,1,1,291,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,2,1,3,2,45,7,3,6,9,0,0,0,0,1,6
3,2,9,0,18,0,3,0,0,0,0,3,1,6,2,17,4,1598,1,8,1,1,2,490659,190493,43,2,1,1,480,3,40,1,30,1,4,3,40,0,0,7,1,1,0,0,1,1,1,1,2,17,4,3,0,0,0,0,0,9,1,5
3,1,9,0,18,0,0,1,0,0,0,0,1,6,1,21,5,1124,1,13,2,1,2,570500,170860,46,2,1,6,535,5,7,6,60,0,4,6,0,0,0,1,1,1,0,0,2,1,1,2,1,33,6,3,0,0,1,0,0,9,2,9
3,2,9,0,4,0,0,0,0,0,0,2,1,1,1,53,8,1598,2,1,1,2,3,376520,399170,6,3,2,5,107,1,602,3,70,0,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,1,0,15,0,8,0,0,0,0,1,1,6,2,56,9,1598,1,8,1,1,2,529820,180200,1,2,1,4,1,5,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,1,1,2,56,9,3,0,0,0,0,0,1,1,2
3,2,9,0,4,0,0,0,0,0,0,2,1,2,2,28,6,1798,2,1,1,2,2,505888,428795,16,2,2,3,228,4,1231,3,30,0,4,6,0,0,1,1,1,2,0,0,1,1,2,1,2,28,6,3,0,0,0,0,0,9,1,4
2,2,9,0,9,0,5,0,0,0,0,1,1,1,1,19,4,1598,2,2,1,1,2,504407,426195,16,2,1,3,228,6,0,3,30,3,2,6,0,0,4,1,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,8,0,5,0,4,0,0,0,0,1,1,1,1,50,8,1910,2,7,1,1,2,572308,189088,42,2,1,5,450,3,1321,1,30,1,4,6,0,0,0,1,1,2,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,1,0,4,0,1,0,0,0,0,0,1,1,3,38,7,1598,1,8,1,1,2,338772,391301,5,2,1,4,91,3,57,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,9,0,18,0,8,0,0,0,0,1,1,6,2,25,5,1596,1,7,1,1,2,449640,333260,30,2,1,3,324,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,1,0,18,0,6,0,0,0,0,3,1,2,1,34,6,1598,1,8,1,1,2,335238,396868,5,2,1,3,93,3,5038,1,30,1,4,6,0,0,1,1,1,1,0,0,1,2,1,1,1,34,6,3,0,0,0,0,0,1,1,3
3,3,21,1,18,0,0,0,0,0,0,3,1,6,3,35,6,1598,1,8,1,2,4,497334,426417,16,4,2,3,231,3,63,3,70,0,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,18,0,8,0,10,3,1,2,1,6,1,81,11,1598,1,8,1,1,3,521610,180890,1,3,1,5,27,3,40,3,40,6,2,5,0,0,5,1,1,1,0,0,1,1,1,1,1,81,11,3,0,0,0,0,0,9,1,3
3,1,1,0,18,0,1,0,0,0,0,3,1,6,2,24,5,1598,1,8,1,1,2,534950,181870,1,2,1,4,5,3,11,6,30,6,2,3,11,0,5,1,1,1,0,0,1,1,1,1,2,24,5,3,0,0,0,0,0,1,1,3
3,2,9,0,18,0,8,0,0,0,0,1,1,6,2,33,6,1108,1,8,1,5,2,433600,389799,14,2,5,7,215,3,6101,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,2,1,2,33,6,3,0,0,0,0,0,9,1,2
3,1,9,0,18,0,0,0,0,0,0,1,1,6,1,39,7,1560,2,2,1,1,1,415026,129435,54,1,1,3,635,3,36,6,30,0,4,6,0,0,4,1,1,1,0,0,1,1,1,3,1,43,7,3,1,1,0,0,0,0,1,2
3,2,9,0,18,0,0,0,0,0,0,3,1,6,1,45,7,1299,1,9,1,2,2,445200,362610,30,2,2,6,321,1,1,3,70,0,4,6,0,0,0,1,1,1,4,0,2,1,2,2,2,8,2,3,0,0,1,0,0,9,1,5
3,2,1,0,18,4,1,0,0,0,0,1,1,1,2,49,8,1598,1,8,1,1,2,384170,397420,6,2,1,2,102,3,34,3,30,6,2,6,0,0,5,1,1,1,0,0,1,2,1,1,2,49,8,3,0,0,0,0,0,1,1,2
2,1,1,0,18,0,0,0,0,0,0,1,1,6,2,52,8,1598,1,8,1,1,1,447026,88227,44,1,1,6,505,4,3401,6,60,0,4,6,0,0,0,1,1,1,0,0,2,1,1,1,2,52,8,2,0,0,0,0,0,1,1,10
3,1,9,0,18,0,0,0,0,0,0,1,1,6,1,38,7,1598,1,8,1,1,1,394781,222280,53,1,1,4,620,6,1046,2,30,0,4,6,0,0,0,1,1,1,0,0,1,1,1,3,2,6,2,3,10,1,0,0,0,0,3,4
3,1,1,0,18,0,8,0,0,0,0,2,1,6,2,23,5,1598,1,8,1,1,2,514410,182350,1,2,1,3,27,3,4127,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,1,1,2,23,5,3,0,0,0,0,0,1,1,6
3,1,9,0,18,0,2,0,0,0,0,1,1,6,1,38,7,2685,2,12,1,1,1,542740,181670,1,1,1,2,17,5,0,6,30,2,4,6,0,0,1,1,1,1,0,0,1,2,1,3,2,20,4,3,1,1,0,0,2,0,1,4
3,2,1,0,7,0,3,0,0,0,0,4,1,6,2,72,10,1598,1,8,1,1,2,407023,452815,12,2,1,7,180,3,59,1,60,1,4,4,6160,0,0,1,1,1,0,0,2,1,1,1,2,72,10,3,0,0,0,0,0,1,1,7
3,1,9,0,18,0,0,5,10,0,0,1,1,6,1,37,7,1392,1,16,1,1,1,350080,653856,95,1,1,4,914,3,68,6,60,0,4,6,0,0,0,1,1,1,0,0,2,1,1,2,2,38,7,3,0,0,1,0,0,9,1,5
3,2,9,0,18,0,1,0,0,0,0,1,1,6,1,48,8,1797,8,6,1,4,2,542950,182140,1,2,4,3,17,3,117,6,30,6,2,3,13,0,5,1,1,1,0,0,1,1,2,1,1,48,8,3,0,0,0,0,0,9,1,3
3,1,9,0,18,0,0,0,0,0,0,1,1,6,2,24,5,1596,1,10,1,2,2,352061,391289,5,2,2,3,92,6,0,6,30,0,4,6,0,0,0,1,1,1,0,0,2,1,2,1,2,24,5,3,0,0,0,0,0,9,1,1
3,2,20,0,3,0,0,0,0,0,0,2,1,6,1,34,6,1598,1,8,1,1,2,318748,376614,60,2,1,6,724,6,0,6,30,0,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,18,0,6,0,0,0,0,1,1,6,2,48,8,1390,1,11,1,1,2,398985,451713,12,2,1,6,180,6,2043,6,30,3,4,3,6131,0,4,7,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,9,0,9,0,6,0,0,0,0,1,1,1,2,39,7,2521,1,12,1,1,2,476628,161397,44,2,1,3,494,6,0,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,17,0,1,5,0,1,10,4,1,6,1,20,4,1198,1,11,2,1,1,371660,635323,95,1,1,1,914,3,6089,6,60,3,4,4,6364,0,0,6,2,2,0,0,2,1,1,1,1,20,4,3,0,0,0,0,0,9,2,5
3,2,9,0,18,0,1,0,0,0,0,1,1,6,2,30,6,2204,2,8,1,1,2,357112,173295,52,2,1,6,601,6,0,6,20,6,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
2,2,9,0,7,0,8,0,0,0,0,1,1,6,2,37,7,1796,1,5,1,5,2,444181,118436,44,2,5,7,491,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,5,2,2,3,1,3,0,0,2,0,0,9,1,10
2,1,9,0,18,0,8,0,0,0,0,4,1,6,2,54,8,1248,1,3,1,1,1,374140,405220,6,1,1,4,100,6,0,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,3,1,9,2,2,5,1,0,0,0,0,1,3
3,2,8,0,17,0,8,0,0,1,11,1,1,6,1,24,5,1598,1,8,1,1,2,458515,301458,33,2,1,4,364,4,5366,6,30,6,2,6,59,0,5,4,1,2,0,0,1,1,1,1,1,24,5,3,0,0,0,0,0,8,1,2
3,2,9,0,18,0,8,0,0,1,7,3,1,6,1,23,5,1998,1,9,1,2,2,383780,399120,6,2,2,4,102,3,6042,3,30,6,2,3,56,0,5,4,1,1,0,0,1,1,2,2,2,19,4,3,0,0,1,0,0,9,1,2
3,1,9,0,4,0,1,0,0,1,1,1,1,6,2,58,9,1598,1,5,3,1,1,342580,550980,3,1,1,1,62,6,0,6,60,6,4,6,0,0,0,1,8,4,0,0,2,1,1,1,2,58,9,3,0,0,0,0,0,9,3,6
3,2,9,0,2,0,0,0,0,0,0,2,1,6,2,38,7,1598,1,8,1,2,3,412155,548689,11,3,2,5,169,6,0,6,30,0,4,6,0,0,0,1,8,4,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,5,0,13,0,1,0,0,0,0,1,1,2,1,25,5,675,1,2,1,1,2,525594,160291,45,2,1,4,513,3,2022,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,25,5,3,0,0,0,0,0,5,1,3
3,1,9,0,2,0,2,0,0,0,0,2,1,6,1,24,5,1796,1,16,1,2,2,488026,408277,16,2,2,1,232,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,2,2,2,20,4,3,0,0,2,0,0,9,1,4
3,1,9,0,13,0,1,0,0,0,0,1,1,6,2,38,7,1598,1,8,1,1,2,450641,107547,44,2,1,3,492,6,0,6,30,3,4,6,0,0,0,1,5,2,0,0,1,2,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,9,0,2,0,1,0,0,0,0,0,1,6,2,35,6,1598,1,8,2,1,2,372189,225868,53,2,1,2,622,4,4216,6,30,3,4,5,329,0,0,1,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
